ofns_desc,law_cat_cd,loc_of_occur_desc,juris_desc,prem_typ_desc,pd_desc,jurisdiction_code,row_count
ADMINISTRATIVE CODE,VIOLATION,FRONT OF,N.Y. POLICE DEPT,SYNAGOGUE,"ADM.CODE,UNCLASSIFIED VIOLATIO",0,5
FELONY ASSAULT,FELONY,INSIDE,N.Y. STATE POLICE,HOSPITAL,ASSAULT POLICE/PEACE OFFICER,11,5
BURGLARY,FELONY,FRONT OF,N.Y. POLICE DEPT,DOCTOR/DENTIST OFFICE,"BURGLARY,COMMERCIAL,UNKNOWN TI",0,5
OTHER STATE LAWS,FELONY,FRONT OF,N.Y. POLICE DEPT,HIGHWAY/PARKWAY,"NY STATE LAWS,UNCLASSIFIED FEL",0,5
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,(null),PORT AUTHORITY,PARKING LOT/GARAGE (PUBLIC),"CRIMINAL MISCHIEF,UNCLASSIFIED 4",3,5
OFF. AGNST PUB ORD SENSBLTY &,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,HOMELESS SHELTER,FALSE REPORT UNCLASSIFIED,0,5
PETIT LARCENY,MISDEMEANOR,INSIDE,N.Y. HOUSING POLICE,MAILBOX INSIDE,PETIT LARCENY-CHECK FROM MAILB,2,5
FELONY ASSAULT,FELONY,INSIDE,N.Y. POLICE DEPT,PHOTO/COPY,"ASSAULT 2,1,UNCLASSIFIED",0,5
GAMBLING,MISDEMEANOR,OPPOSITE OF,N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,"GAMBLING, DEVICE, POSSESSION",2,5
MISCELLANEOUS PENAL LAW,FELONY,REAR OF,N.Y. POLICE DEPT,OPEN AREAS (OPEN LOTS),CRIMINAL CONTEMPT 1,0,5
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,DRUG STORE,"MISCHIEF, CRIMINAL 4, BY FIRE",0,5
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,FOOD SUPERMARKET,"BRIBERY,PUBLIC ADMINISTRATION",0,5
PETIT LARCENY,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,HIGHWAY/PARKWAY,"LARCENY,PETIT OF LICENSE PLATE",0,5
MISCELLANEOUS PENAL LAW,FELONY,(null),N.Y. POLICE DEPT,HIGHWAY/PARKWAY,AGGRAVATED HARASSMENT 1,0,5
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,CLOTHING/BOUTIQUE,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",0,5
CANNABIS RELATED OFFENSES,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,STREET,"CANNABIS POSSESSION, 2&1",0,5
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,RESIDENCE - PUBLIC HOUSING,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",0,5
DANGEROUS DRUGS,FELONY,INSIDE,N.Y. POLICE DEPT,STORE UNCLASSIFIED,"CONTROLLED SUBSTANCE, POSSESSI",0,5
CRIMINAL MISCHIEF & RELATED OF,FELONY,REAR OF,N.Y. POLICE DEPT,FACTORY/WAREHOUSE,CRIMINAL MIS 2 & 3,0,5
(null),MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,DRY CLEANER/LAUNDRY,"LEWDNESS,PUBLIC",0,5
GRAND LARCENY,FELONY,FRONT OF,N.Y. POLICE DEPT,CLOTHING/BOUTIQUE,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",0,5
BURGLARY,FELONY,FRONT OF,N.Y. POLICE DEPT,STORE UNCLASSIFIED,"BURGLARY,TRUCK NIGHT",0,5
PETIT LARCENY,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,DOCTOR/DENTIST OFFICE,"LARCENY,PETIT FROM AUTO",0,5
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,PUBLIC BUILDING,"CONSPIRACY 4, 3",0,5
(null),FELONY,(null),PORT AUTHORITY,AIRPORT TERMINAL,TAX LAW,3,5
GRAND LARCENY,FELONY,(null),N.Y. POLICE DEPT,FOOD SUPERMARKET,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",0,5
RAPE,FELONY,INSIDE,N.Y. POLICE DEPT,STORE UNCLASSIFIED,"RAPE 1,ATTEMPT",0,5
HARRASSMENT 2,VIOLATION,OPPOSITE OF,N.Y. POLICE DEPT,CONSTRUCTION SITE,"HARASSMENT,SUBD 3,4,5",0,5
FRAUDULENT ACCOSTING,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,RESTAURANT/DINER,"ACCOSTING,FRAUDULENT",0,5
GRAND LARCENY OF MOTOR VEHICLE,FELONY,FRONT OF,PORT AUTHORITY,STREET,"LARCENY,GRAND OF AUTO",3,5
SEX CRIMES,FELONY,INSIDE,N.Y. POLICE DEPT,BAR/NIGHT CLUB,SODOMY 3,0,5
OFF. AGNST PUB ORD SENSBLTY &,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,CHAIN STORE,FALSE REPORT BOMB,0,5
GRAND LARCENY,FELONY,REAR OF,N.Y. POLICE DEPT,STORE UNCLASSIFIED,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",0,5
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,GROCERY/BODEGA,"MISCHIEF, CRIMINAL 4, OF MOTOR",0,5
CRIMINAL TRESPASS,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,PRIVATE/PAROCHIAL SCHOOL,"TRESPASS 2, CRIMINAL",0,5
FELONY ASSAULT,FELONY,(null),PORT AUTHORITY,COMMERCIAL BUILDING,"ASSAULT 2,1,UNCLASSIFIED",3,5
BURGLARY,FELONY,INSIDE,N.Y. POLICE DEPT,JEWELRY,"BURGLARY,RESIDENCE,NIGHT",0,5
HARRASSMENT 2,VIOLATION,FRONT OF,HEALTH & HOSP CORP,HOSPITAL,"HARASSMENT,SUBD 1,CIVILIAN",14,5
ARSON,FELONY,INSIDE,N.Y. POLICE DEPT,RESIDENCE - PUBLIC HOUSING,"ARSON 2,3,4",0,5
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,MARINA/PIER,"CRIMINAL MISCHIEF 4TH, GRAFFIT",0,5
GRAND LARCENY,FELONY,(null),N.Y. POLICE DEPT,BRIDGE,"LARCENY,GRAND FROM PERSON,PICK",0,5
GRAND LARCENY,FELONY,FRONT OF,PORT AUTHORITY,STREET,"LARCENY,GRAND FROM PERSON,PICK",3,5
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,INSIDE,METRO NORTH,RESIDENCE - APT. HOUSE,ASSAULT 3,15,5
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,JEWELRY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",0,5
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,STREET,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",0,5
OFF. AGNST PUB ORD SENSBLTY &,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,CHECK CASHING BUSINESS,AGGRAVATED HARASSMENT 2,0,5
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,TUNNEL,ASSAULT 3,0,5
GAMBLING,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,(null),"GAMBLING, DEVICE, POSSESSION",0,5
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,PARKING LOT/GARAGE (PRIVATE),"MISCHIEF, CRIMINAL 4, BY FIRE",0,5
DANGEROUS WEAPONS,FELONY,(null),N.Y. POLICE DEPT,GAS STATION,WEAPONS POSSESSION 3,0,5
PETIT LARCENY OF MOTOR VEHICLE,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,COMMERCIAL BUILDING,"LARCENY, PETIT OF MOPED",0,5
DISORDERLY CONDUCT,VIOLATION,(null),N.Y. POLICE DEPT,OTHER,DISORDERLY CONDUCT,0,5
CHILD ABANDONMENT/NON SUPPORT 1,FELONY,INSIDE,N.Y. POLICE DEPT,HOMELESS SHELTER,CHILD ABANDONMENT,0,5
OTHER STATE LAWS (NON PENAL LAW),MISDEMEANOR,(null),N.Y. POLICE DEPT,STREET,"GENERAL BUSINESS LAW,TICKET SP",0,5
DANGEROUS DRUGS,FELONY,INSIDE,N.Y. POLICE DEPT,GAS STATION,"CONTROLLED SUBSTANCE,POSSESS.",0,5
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,SMALL MERCHANT,ASSAULT 3,0,5
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,(null),N.Y. POLICE DEPT,DEPARTMENT STORE,"MENACING,UNCLASSIFIED",0,5
CRIMINAL TRESPASS,MISDEMEANOR,OPPOSITE OF,MTA POLICE DEPT,TRANSIT FACILITY (OTHER),"TRESPASS 3, CRIMINAL",17,5
MISCELLANEOUS PENAL LAW,FELONY,OPPOSITE OF,N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,UNAUTHORIZED USE VEHICLE 2,2,5
CRIMINAL MISCHIEF & RELATED OF,FELONY,FRONT OF,OTHER,STREET,"MISCHIEF, CRIMINAL 3&2, BY FIR",97,5
ROBBERY,FELONY,FRONT OF,N.Y. POLICE DEPT,PARKING LOT/GARAGE (PUBLIC),"ROBBERY,COMMERCIAL UNCLASSIFIED",0,5
OFFENSES INVOLVING FRAUD,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,HOTEL/MOTEL,"FORGERY,ETC.-MISD.",0,5
POSSESSION OF STOLEN PROPERTY,FELONY,(null),N.Y. POLICE DEPT,BRIDGE,"STOLEN PROPERTY 2,1,POSSESSION",0,5
PETIT LARCENY OF MOTOR VEHICLE,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,STREET,"LARCENY,PETIT OF AUTO",0,5
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,STREET,"MENACING,PEACE OFFICER",0,5
THEFT-FRAUD,FELONY,INSIDE,N.Y. POLICE DEPT,PARKING LOT/GARAGE (PRIVATE),"THEFT,RELATED OFFENSES,UNCLASS",0,5
OFFENSES AGAINST THE PERSON,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,DEPARTMENT STORE,RECKLESS ENDANGERMENT 2,0,5
ROBBERY,FELONY,FRONT OF,N.Y. POLICE DEPT,BRIDGE,"ROBBERY,PERSONAL ELECTRONIC DEVICE",0,5
OTHER OFFENSES RELATED TO THEFT,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,PARKING LOT/GARAGE (PUBLIC),"THEFT OF SERVICES, UNCLASSIFIE",0,5
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,MOBILE FOOD,ASSAULT 3,0,5
OFFENSES AGAINST PUBLIC ADMINI,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,CLOTHING/BOUTIQUE,"PUBLIC ADMINISTATION,UNCLASS M",0,5
DANGEROUS DRUGS,FELONY,REAR OF,N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,"MARIJUANA, SALE 1, 2 & 3",2,5
ROBBERY,FELONY,INSIDE,N.Y. POLICE DEPT,RESIDENCE - PUBLIC HOUSING,"ROBBERY,PERSONAL ELECTRONIC DEVICE",0,5
DANGEROUS DRUGS,FELONY,INSIDE,N.Y. POLICE DEPT,CANDY STORE,"CONTROLLED SUBSTANCE, INTENT T",0,5
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,FAST FOOD,MANUFACTURE UNAUTHORIZED RECOR,0,5
OFFENSES AGAINST PUBLIC ADMINI,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,TAXI (LIVERY LICENSED),"PUBLIC ADMINISTATION,UNCLASS M",0,5
VEHICLE AND TRAFFIC LAWS,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,PARK/PLAYGROUND,LEAVING SCENE-ACCIDENT-PERSONA,0,5
HARRASSMENT 2,VIOLATION,INSIDE,N.Y. POLICE DEPT,MOBILE FOOD,"HARASSMENT,SUBD 3,4,5",0,5
BURGLARY,FELONY,INSIDE,N.Y. POLICE DEPT,SMALL MERCHANT,"BURGLARY,RESIDENCE,UNKNOWN TIM",0,5
INTOXICATED & IMPAIRED DRIVING,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,OTHER,"INTOXICATED DRIVING,ALCOHOL",0,5
GRAND LARCENY,FELONY,(null),N.Y. POLICE DEPT,OTHER,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",0,5
MISCELLANEOUS PENAL LAW,FELONY,FRONT OF,N.Y. POLICE DEPT,CHAIN STORE,"TRESPASS 1,CRIMINAL",0,5
SEX CRIMES,FELONY,INSIDE,N.Y. POLICE DEPT,RESIDENCE - APT. HOUSE,INCEST 3,0,5
RAPE,FELONY,REAR OF,N.Y. POLICE DEPT,RESIDENCE - APT. HOUSE,RAPE 3,0,5
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,GROCERY/BODEGA,"PUBLIC ADMINISTRATION,UNCLASSI",0,5
DANGEROUS DRUGS,FELONY,REAR OF,N.Y. POLICE DEPT,OTHER,"CONTROLLED SUBSTANCE, INTENT T",0,5
DANGEROUS DRUGS,FELONY,(null),N.Y. STATE POLICE,HIGHWAY/PARKWAY,"CONTROLLED SUBSTANCE,INTENT TO",11,5
ROBBERY,FELONY,INSIDE,N.Y. POLICE DEPT,COMMERCIAL BUILDING,"ROBBERY,BICYCLE",0,5
NYS LAWS-UNCLASSIFIED FELONY,FELONY,(null),OTHER,STREET,"NY STATE LAWS,UNCLASSIFIED FEL",97,5
OFFENSES AGAINST PUBLIC SAFETY,MISDEMEANOR,INSIDE,N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,"PUBLIC SAFETY,UNCLASSIFIED MIS",2,5
MISCELLANEOUS PENAL LAW,FELONY,REAR OF,N.Y. POLICE DEPT,RESIDENCE-HOUSE,"PUBLIC ADMINISTRATION,UNCLASSI",0,5
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,BANK,"LARCENY,GRAND FROM PERSON,PURS",0,5
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,TRANSIT FACILITY (OTHER),ASSAULT 3,0,5
OFF. AGNST PUB ORD SENSBLTY &,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,ABANDONED BUILDING,AGGRAVATED HARASSMENT 2,0,5
UNAUTHORIZED USE OF A VEHICLE,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,PARKING LOT/GARAGE (PRIVATE),UNAUTHORIZED USE VEHICLE 3,0,5
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,FERRY/FERRY TERMINAL,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",0,5
HARRASSMENT 2,VIOLATION,INSIDE,N.Y. STATE POLICE,RESIDENCE - APT. HOUSE,"HARASSMENT,SUBD 3,4,5",11,5
ROBBERY,FELONY,INSIDE,N.Y. POLICE DEPT,HOSPITAL,"ROBBERY,POCKETBOOK/CARRIED BAG",0,5
MURDER & NON-NEGL. MANSLAUGHTER,FELONY,INSIDE,N.Y. POLICE DEPT,SMALL MERCHANT,(null),0,5
BURGLARY,FELONY,INSIDE,N.Y. POLICE DEPT,VARIETY STORE,"BURGLARY,RESIDENCE,NIGHT",0,5
FRAUDS,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,VARIETY STORE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",0,5
CRIMINAL MISCHIEF & RELATED OF,FELONY,FRONT OF,N.Y. POLICE DEPT,GAS STATION,CRIMINAL MIS 2 & 3,0,5
FRAUDS,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,RESIDENCE-HOUSE,"FRAUD,UNCLASSIFIED-MISDEMEANOR",0,5
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,GYM/FITNESS FACILITY,MAKING TERRORISTIC THREAT,0,5
BURGLARY,FELONY,REAR OF,N.Y. POLICE DEPT,OPEN AREAS (OPEN LOTS),"BURGLARY,TRUCK DAY",0,5
FELONY ASSAULT,FELONY,(null),PORT AUTHORITY,HIGHWAY/PARKWAY,ASSAULT POLICE/PEACE OFFICER,3,5
CRIMINAL TRESPASS,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,STORAGE FACILITY,"TRESPASS 2, CRIMINAL",0,5
GRAND LARCENY,FELONY,(null),N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",2,5
GRAND LARCENY,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,STREET,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",0,5
CRIMINAL MISCHIEF & RELATED OF,FELONY,INSIDE,N.Y. STATE POLICE,STORE UNCLASSIFIED,"MISCHIEF,CRIMINAL,    UNCL 2ND",11,5
CRIMINAL MISCHIEF & RELATED OF,FELONY,REAR OF,N.Y. POLICE DEPT,STREET,"MISCHIEF, CRIMINAL 3&2, BY FIR",0,5
HOMICIDE-NEGLIGENT-VEHICLE,FELONY,FRONT OF,N.Y. POLICE DEPT,STREET,"HOMICIDE, NEGLIGENT, VEHICLE,",0,5
DANGEROUS DRUGS,FELONY,INSIDE,N.Y. POLICE DEPT,RESIDENCE - APT. HOUSE,SALE SCHOOL GROUNDS 4,0,5
DANGEROUS WEAPONS,FELONY,REAR OF,N.Y. POLICE DEPT,(null),WEAPONS POSSESSION 3,0,5
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,PARK/PLAYGROUND,BAIL JUMPING 1 & 2,0,5
GRAND LARCENY,FELONY,REAR OF,N.Y. POLICE DEPT,OTHER,"LARCENY,GRAND FROM PERSON,PURS",0,5
DANGEROUS DRUGS,FELONY,INSIDE,N.Y. POLICE DEPT,DRUG STORE,"CONTROLLED SUBSTANCE, INTENT T",0,5
UNAUTHORIZED USE OF A VEHICLE,MISDEMEANOR,(null),N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,UNAUTHORIZED USE VEHICLE 3,2,5
PETIT LARCENY,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,STORE UNCLASSIFIED,PETIT LARCENY-CHECK FROM MAILB,0,5
FORGERY,FELONY,INSIDE,N.Y. POLICE DEPT,COMMERCIAL BUILDING,"FORGERY,M.V. REGISTRATION",0,5
ROBBERY,FELONY,INSIDE,N.Y. POLICE DEPT,DRUG STORE,"ROBBERY,POCKETBOOK/CARRIED BAG",0,5
OFFENSES AGAINST PUBLIC ADMINI,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,PARKING LOT/GARAGE (PUBLIC),"PUBLIC ADMINISTATION,UNCLASS M",0,5
SEX CRIMES,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,BAR/NIGHT CLUB,"SEXUAL ABUSE 3,2",0,5
CRIMINAL TRESPASS,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,SMOKE SHOP,"TRESPASS 2, CRIMINAL",0,5
OTHER STATE LAWS,FELONY,INSIDE,N.Y. POLICE DEPT,RESIDENCE-HOUSE,CAUSE SPI/KILL ANIMAL,0,5
ROBBERY,FELONY,INSIDE,N.Y. POLICE DEPT,HOTEL/MOTEL,"ROBBERY,CAR JACKING",0,5
(null),MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,PUBLIC BUILDING,"LEWDNESS,PUBLIC",0,5
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,GYM/FITNESS FACILITY,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",0,5
SEX CRIMES,FELONY,FRONT OF,N.Y. POLICE DEPT,PARKING LOT/GARAGE (PUBLIC),SEXUAL ABUSE,0,5
GRAND LARCENY OF MOTOR VEHICLE,FELONY,REAR OF,N.Y. POLICE DEPT,GROCERY/BODEGA,"LARCENY,GRAND OF AUTO",0,5
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,SOCIAL CLUB/POLICY,RECKLESS ENDANGERMENT 1,0,5
MISCELLANEOUS PENAL LAW,FELONY,(null),N.Y. POLICE DEPT,BUS STOP,AGGRAVATED HARASSMENT 1,0,5
DANGEROUS DRUGS,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,(null),"CONTROLLED SUBSTANCE, SALE 5",0,5
OTHER STATE LAWS (NON PENAL LA,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,SMOKE SHOP,TAX LAW,0,5
BURGLARY,FELONY,INSIDE,N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,"BURGLARY,TRUCK NIGHT",2,5
GRAND LARCENY OF MOTOR VEHICLE,FELONY,REAR OF,N.Y. POLICE DEPT,HOTEL/MOTEL,"LARCENY,GRAND OF MOTORCYCLE",0,5
PROSTITUTION & RELATED OFFENSES,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,STORE UNCLASSIFIED,PROSTITUTION,0,5
OFFENSES AGAINST PUBLIC ADMINI,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,PARKING LOT/GARAGE (PRIVATE),"CONTEMPT,CRIMINAL",0,5
SEX CRIMES,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,PRIVATE/PAROCHIAL SCHOOL,"OBSCENITY, PERFORMANCE 3",0,5
GRAND LARCENY OF MOTOR VEHICLE,FELONY,(null),N.Y. POLICE DEPT,RESIDENCE-HOUSE,"LARCENY,GRAND OF MOTORCYCLE",0,5
POSSESSION OF STOLEN PROPERTY,MISDEMEANOR,(null),PORT AUTHORITY,STREET,"STOLEN PROPERTY 3,POSSESSION",3,5
DANGEROUS DRUGS,FELONY,(null),N.Y. TRANSIT POLICE,TRANSIT - NYC SUBWAY,"MARIJUANA, SALE 1, 2 & 3",1,5
CRIMINAL MISCHIEF & RELATED OF,FELONY,FRONT OF,N.Y. POLICE DEPT,REAL ESTATE,CRIMINAL MIS 2 & 3,0,5
MISCELLANEOUS PENAL LAW,FELONY,REAR OF,N.Y. POLICE DEPT,BAR/NIGHT CLUB,RECKLESS ENDANGERMENT 1,0,4
DANGEROUS DRUGS,MISDEMEANOR,FRONT OF,PORT AUTHORITY,CHAIN STORE,"CONTROLLED SUBSTANCE, POSSESSI",3,4
GRAND LARCENY,FELONY,FRONT OF,N.Y. POLICE DEPT,DRY CLEANER/LAUNDRY,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",0,4
PETIT LARCENY,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,CHURCH,"LARCENY,PETIT OF LICENSE PLATE",0,4
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,REAR OF,OTHER,ABANDONED BUILDING,"MISCHIEF, CRIMINAL 4, BY FIRE",97,4
GRAND LARCENY,FELONY,(null),N.Y. TRANSIT POLICE,STREET,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",1,4
DANGEROUS WEAPONS,FELONY,INSIDE,N.Y. POLICE DEPT,OPEN AREAS (OPEN LOTS),CRIMINAL POSSESSION WEAPON,0,4
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,BOOK/CARD,"CRIMINAL MISCHIEF 4TH, GRAFFIT",0,4
PETIT LARCENY,MISDEMEANOR,REAR OF,N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,PETIT LARCENY OF ANIMAL,2,4
FELONY ASSAULT,FELONY,INSIDE,N.Y. POLICE DEPT,BANK,STRANGULATION 1ST,0,4
MISCELLANEOUS PENAL LAW,FELONY,(null),N.Y. POLICE DEPT,BEAUTY & NAIL SALON,CRIMINAL CONTEMPT 1,0,4
FELONY ASSAULT,FELONY,(null),NYC PARKS,OTHER,"ASSAULT 2,1,UNCLASSIFIED",88,4
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,(null),N.Y. POLICE DEPT,PUBLIC SCHOOL,"MISCHIEF, CRIMINAL 4, OF MOTOR",0,4
OTHER OFFENSES RELATED TO THEF,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,GROCERY/BODEGA,"THEFT,RELATED OFFENSES,UNCLASS",0,4
PETIT LARCENY,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,FAST FOOD,PETIT LARCENY OF ANIMAL,0,4
PETIT LARCENY,MISDEMEANOR,(null),N.Y. TRANSIT POLICE,TUNNEL,"LARCENY,PETIT FROM OPEN AREAS,",1,4
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,DRUG STORE,"LARCENY,GRAND FROM PERSON,PURS",0,4
GRAND LARCENY,FELONY,(null),NYC PARKS,PARK/PLAYGROUND,"LARCENY,GRAND FROM PERSON,PURS",88,4
BURGLARY,FELONY,INSIDE,N.Y. POLICE DEPT,OPEN AREAS (OPEN LOTS),"BURGLARY,TRUCK DAY",0,4
THEFT-FRAUD,FELONY,(null),N.Y. POLICE DEPT,DOCTOR/DENTIST OFFICE,"FRAUD,UNCLASSIFIED-FELONY",0,4
DANGEROUS DRUGS,MISDEMEANOR,INSIDE,DEPT OF CORRECTIONS,PUBLIC BUILDING,"CONTROLLED SUBSTANCE, POSSESSI",72,4
FELONY ASSAULT,FELONY,INSIDE,OTHER,PUBLIC BUILDING,STRANGULATION 1ST,97,4
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,OPPOSITE OF,OTHER,OTHER,ASSAULT 3,97,4
DANGEROUS DRUGS,FELONY,REAR OF,N.Y. POLICE DEPT,RESIDENCE-HOUSE,"CONTROLLED SUBSTANCE,SALE 3",0,4
GRAND LARCENY,FELONY,INSIDE,PORT AUTHORITY,COMMERCIAL BUILDING,"LARCENY,GRAND BY EXTORTION",3,4
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,INSIDE,DEPT OF CORRECTIONS,RESIDENCE - APT. HOUSE,ASSAULT 3,72,4
DISORDERLY CONDUCT,VIOLATION,INSIDE,N.Y. POLICE DEPT,CHAIN STORE,DISORDERLY CONDUCT,0,4
VEHICLE AND TRAFFIC LAWS,MISDEMEANOR,(null),N.Y. POLICE DEPT,FAST FOOD,LEAVING SCENE-ACCIDENT-PERSONA,0,4
OTHER OFFENSES RELATED TO THEF,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,BANK,"THEFT,RELATED OFFENSES,UNCLASS",0,4
VEHICLE AND TRAFFIC LAWS,MISDEMEANOR,OPPOSITE OF,PORT AUTHORITY,HIGHWAY/PARKWAY,LEAVING SCENE-ACCIDENT-PERSONA,3,4
POSSESSION OF STOLEN PROPERTY,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,LIQUOR STORE,"STOLEN PROPERTY 3,POSSESSION",0,4
SEX CRIMES,MISDEMEANOR,(null),N.Y. POLICE DEPT,RESIDENCE - PUBLIC HOUSING,"SEXUAL ABUSE 3,2",0,4
DANGEROUS DRUGS,FELONY,INSIDE,N.Y. POLICE DEPT,SMALL MERCHANT,"CONTROLLED SUBSTANCE,SALE 1",0,4
PETIT LARCENY,MISDEMEANOR,(null),N.Y. POLICE DEPT,PUBLIC BUILDING,"LARCENY,PETIT FROM STORE-SHOPL",0,4
